x_times_g,y_times_g,z_times_g,g_measured,TimeInterval,Date
-0.007034,-0.371002,-0.914291,0.986722,39310.057738,2001-01-01 11:55:10.058 +0100
-0.010834,-0.370178,-0.951096,1.020653,39310.028294,2001-01-01 11:55:10.028 +0100
-0.028793,-0.379471,-0.972855,1.044640,39309.998848,2001-01-01 11:55:09.999 +0100
-0.028610,-0.373779,-0.942993,1.014774,39309.969400,2001-01-01 11:55:09.969 +0100
-0.007568,-0.402756,-0.923340,1.007386,39309.939954,2001-01-01 11:55:09.940 +0100
0.003082,-0.396851,-0.934921,1.015666,39309.910509,2001-01-01 11:55:09.911 +0100
0.162628,-0.715347,-0.639313,0.973083,39303.225850,2001-01-01 11:55:03.226 +0100
0.220108,-0.705673,-0.667404,0.995917,39303.196407,2001-01-01 11:55:03.196 +0100
0.088776,-0.648361,-0.655701,0.926389,39303.166957,2001-01-01 11:55:03.167 +0100
0.023972,-0.627960,-0.698227,0.939377,39303.137513,2001-01-01 11:55:03.138 +0100
0.044800,-0.654419,-0.696976,0.957103,39303.108068,2001-01-01 11:55:03.108 +0100
0.050537,-0.662552,-0.710739,0.972974,39303.078623,2001-01-01 11:55:03.079 +0100
0.023865,-0.664368,-0.719254,0.979428,39303.049179,2001-01-01 11:55:03.049 +0100
-0.004669,-0.689041,-0.742279,1.012807,39303.019736,2001-01-01 11:55:03.020 +0100
-0.024445,-0.677979,-0.769043,1.025514,39302.990288,2001-01-01 11:55:02.990 +0100
0.016754,-0.652985,-0.784088,1.020521,39302.960845,2001-01-01 11:55:02.961 +0100
0.007324,-0.589554,-0.815277,1.006133,39302.931400,2001-01-01 11:55:02.931 +0100
0.011246,-0.595490,-0.849564,1.037542,39302.901953,2001-01-01 11:55:02.902 +0100
0.037888,-0.581528,-0.832626,1.016305,39302.872507,2001-01-01 11:55:02.873 +0100
0.071365,-0.582657,-0.796265,0.989252,39302.843060,2001-01-01 11:55:02.843 +0100
0.044846,-0.546295,-0.761017,0.937868,39302.813612,2001-01-01 11:55:02.814 +0100
0.066101,-0.609329,-0.764740,0.980040,39302.784165,2001-01-01 11:55:02.784 +0100
0.080292,-0.600372,-0.755005,0.967949,39302.754714,2001-01-01 11:55:02.755 +0100
0.112854,-0.591110,-0.745560,0.958127,39302.725267,2001-01-01 11:55:02.725 +0100
0.077026,-0.590591,-0.771469,0.974626,39302.695818,2001-01-01 11:55:02.696 +0100
0.100632,-0.603912,-0.801422,1.008521,39302.666368,2001-01-01 11:55:02.666 +0100
0.138763,-0.632980,-0.811783,1.038706,39302.636920,2001-01-01 11:55:02.637 +0100
0.050156,-0.590012,-0.847046,1.033497,39302.607537,2001-01-01 11:55:02.608 +0100
0.079590,-0.572037,-0.848801,1.026656,39302.578093,2001-01-01 11:55:02.578 +0100
0.228165,-0.582138,-0.812103,1.024917,39302.548644,2001-01-01 11:55:02.549 +0100
0.254745,-0.589600,-0.790482,1.018521,39302.519197,2001-01-01 11:55:02.519 +0100
0.007355,0.014771,-1.010269,1.010404,39298.058982,2001-01-01 11:54:58.059 +0100
0.009628,0.015503,-0.999847,1.000014,39298.029537,2001-01-01 11:54:58.030 +0100
0.007004,0.014404,-1.003571,1.003698,39298.000089,2001-01-01 11:54:58.000 +0100
0.006378,0.014908,-1.003998,1.004129,39297.970647,2001-01-01 11:54:57.971 +0100
0.005310,0.013504,-1.002945,1.003050,39297.941203,2001-01-01 11:54:57.941 +0100
0.005539,0.014816,-1.003189,1.003314,39297.911758,2001-01-01 11:54:57.912 +0100
0.006744,0.013687,-1.001785,1.001901,39297.882311,2001-01-01 11:54:57.882 +0100
0.006149,0.015045,-1.003006,1.003138,39297.852868,2001-01-01 11:54:57.853 +0100
0.006851,0.014999,-0.999634,0.999770,39297.823425,2001-01-01 11:54:57.823 +0100
0.006271,0.014526,-1.004288,1.004412,39297.793982,2001-01-01 11:54:57.794 +0100
0.005920,0.014465,-1.002289,1.002411,39297.764537,2001-01-01 11:54:57.765 +0100
0.008667,0.015884,-1.006805,1.006968,39297.735091,2001-01-01 11:54:57.735 +0100
0.006027,0.014954,-0.997604,0.997735,39297.705646,2001-01-01 11:54:57.706 +0100
0.006149,0.015579,-1.003540,1.003680,39297.676199,2001-01-01 11:54:57.676 +0100
0.004715,0.014542,-1.001938,1.002054,39297.646754,2001-01-01 11:54:57.647 +0100
0.004868,0.014008,-1.002457,1.002566,39297.617334,2001-01-01 11:54:57.617 +0100
0.007111,0.014450,-1.003632,1.003761,39297.587916,2001-01-01 11:54:57.588 +0100
0.007050,0.014801,-1.003372,1.003506,39297.558471,2001-01-01 11:54:57.558 +0100
0.006393,0.015182,-1.000839,1.000975,39297.529027,2001-01-01 11:54:57.529 +0100
0.005768,0.016037,-0.999619,0.999764,39297.499577,2001-01-01 11:54:57.500 +0100
0.005951,0.015182,-1.003174,1.003306,39297.470129,2001-01-01 11:54:57.470 +0100
0.008774,0.015411,-1.001175,1.001332,39297.440669,2001-01-01 11:54:57.441 +0100
0.007523,0.014435,-1.001068,1.001200,39297.411236,2001-01-01 11:54:57.411 +0100
0.008179,0.015884,-1.000839,1.000999,39297.381793,2001-01-01 11:54:57.382 +0100
0.007080,0.014511,-1.001221,1.001351,39297.352347,2001-01-01 11:54:57.352 +0100
0.007431,0.014374,-1.005859,1.005990,39297.322898,2001-01-01 11:54:57.323 +0100
0.006790,0.013611,-1.001541,1.001657,39297.293452,2001-01-01 11:54:57.293 +0100
0.006500,0.015656,-1.000671,1.000815,39297.264005,2001-01-01 11:54:57.264 +0100
0.005371,0.014755,-1.001953,1.002076,39297.234556,2001-01-01 11:54:57.235 +0100
0.008606,0.014389,-1.003799,1.003939,39297.205108,2001-01-01 11:54:57.205 +0100
0.005051,0.015244,-1.003601,1.003730,39297.175662,2001-01-01 11:54:57.176 +0100
0.007141,0.015808,-1.001663,1.001813,39297.146212,2001-01-01 11:54:57.146 +0100
0.005783,0.014816,-1.002213,1.002339,39297.116762,2001-01-01 11:54:57.117 +0100
0.007095,0.014847,-0.998749,0.998884,39297.087311,2001-01-01 11:54:57.087 +0100
0.005615,0.014008,-1.006348,1.006461,39297.057856,2001-01-01 11:54:57.058 +0100
0.008331,0.012756,-1.013412,1.013527,39295.903312,2001-01-01 11:54:55.903 +0100
0.009003,0.011795,-0.996689,0.996799,39295.873865,2001-01-01 11:54:55.874 +0100
0.005844,0.015717,-1.003128,1.003268,39295.844418,2001-01-01 11:54:55.844 +0100
0.006302,0.013397,-1.002441,1.002551,39295.814971,2001-01-01 11:54:55.815 +0100
0.006577,0.013870,-1.001907,1.002025,39295.785525,2001-01-01 11:54:55.786 +0100
0.008484,0.014359,-1.001450,1.001588,39295.756074,2001-01-01 11:54:55.756 +0100
0.008240,0.014114,-1.002579,1.002712,39295.726625,2001-01-01 11:54:55.727 +0100
0.007156,0.014771,-1.007050,1.007183,39295.697177,2001-01-01 11:54:55.697 +0100
0.007874,0.014236,-1.000275,1.000407,39295.667730,2001-01-01 11:54:55.668 +0100
0.006454,0.014908,-0.999771,0.999903,39295.638283,2001-01-01 11:54:55.638 +0100
0.007675,0.014542,-1.001526,1.001661,39295.608836,2001-01-01 11:54:55.609 +0100
0.006409,0.015137,-0.999039,0.999174,39295.579383,2001-01-01 11:54:55.579 +0100
0.008560,0.014648,-1.003540,1.003683,39295.549939,2001-01-01 11:54:55.550 +0100
0.007370,0.013397,-1.000656,1.000773,39295.520494,2001-01-01 11:54:55.520 +0100
0.008392,0.015289,-1.001846,1.001998,39295.491044,2001-01-01 11:54:55.491 +0100
0.009445,0.014603,-1.000900,1.001051,39295.461593,2001-01-01 11:54:55.462 +0100
0.006287,0.013779,-1.001678,1.001793,39295.432140,2001-01-01 11:54:55.432 +0100
0.007584,0.014160,-1.000107,1.000236,39295.402686,2001-01-01 11:54:55.403 +0100
0.007233,0.014542,-1.001511,1.001642,39295.373238,2001-01-01 11:54:55.373 +0100
0.007080,0.014130,-1.000519,1.000644,39295.343787,2001-01-01 11:54:55.344 +0100
0.007782,0.015289,-1.002747,1.002893,39295.314335,2001-01-01 11:54:55.314 +0100
0.009171,0.014862,-1.002991,1.003143,39295.284885,2001-01-01 11:54:55.285 +0100
0.005783,0.015320,-0.999817,0.999951,39295.255435,2001-01-01 11:54:55.255 +0100
0.006699,0.014404,-1.000946,1.001072,39295.225982,2001-01-01 11:54:55.226 +0100
0.004929,0.014938,-1.003311,1.003434,39295.196530,2001-01-01 11:54:55.197 +0100
0.009949,0.015182,-1.003983,1.004147,39295.167079,2001-01-01 11:54:55.167 +0100
0.007111,0.014114,-1.000076,1.000201,39295.137630,2001-01-01 11:54:55.138 +0100
0.006027,0.014801,-1.000595,1.000723,39295.108178,2001-01-01 11:54:55.108 +0100
0.007584,0.014648,-1.002701,1.002836,39295.078726,2001-01-01 11:54:55.079 +0100
0.006119,0.014313,-1.001801,1.001921,39295.049273,2001-01-01 11:54:55.049 +0100
0.007843,0.015152,-1.001205,1.001351,39295.019823,2001-01-01 11:54:55.020 +0100
0.008148,0.014679,-1.003281,1.003421,39294.990377,2001-01-01 11:54:54.990 +0100
0.006470,0.014252,-1.002930,1.003052,39294.960930,2001-01-01 11:54:54.961 +0100
0.006042,0.013489,-1.004898,1.005007,39294.931482,2001-01-01 11:54:54.931 +0100
0.007187,0.013931,-1.001465,1.001588,39294.902035,2001-01-01 11:54:54.902 +0100
0.008911,0.015076,-0.999619,0.999772,39294.872589,2001-01-01 11:54:54.873 +0100
0.007477,0.014572,-1.002380,1.002514,39294.843137,2001-01-01 11:54:54.843 +0100
0.006882,0.013672,-0.998093,0.998210,39294.813693,2001-01-01 11:54:54.814 +0100
0.006821,0.013763,-1.004425,1.004542,39294.784245,2001-01-01 11:54:54.784 +0100
0.007111,0.014999,-0.999496,0.999634,39294.754798,2001-01-01 11:54:54.755 +0100
0.006256,0.014603,-1.000427,1.000553,39294.725348,2001-01-01 11:54:54.725 +0100
0.005753,0.014374,-1.001328,1.001447,39294.695898,2001-01-01 11:54:54.696 +0100
0.007812,0.014465,-0.999023,0.999159,39294.666445,2001-01-01 11:54:54.666 +0100
0.007614,0.014664,-1.001511,1.001647,39294.636994,2001-01-01 11:54:54.637 +0100
0.007248,0.015076,-1.001312,1.001452,39294.607542,2001-01-01 11:54:54.608 +0100
0.007050,0.015137,-1.001480,1.001619,39294.578091,2001-01-01 11:54:54.578 +0100
0.006500,0.014313,-1.004120,1.004243,39294.548642,2001-01-01 11:54:54.549 +0100
0.006424,0.013474,-1.001709,1.001820,39294.519190,2001-01-01 11:54:54.519 +0100
0.006622,0.012863,-1.000778,1.000883,39294.489739,2001-01-01 11:54:54.490 +0100
0.008102,0.014633,-1.001358,1.001498,39294.460290,2001-01-01 11:54:54.460 +0100
0.007217,0.015167,-0.999283,0.999424,39294.430837,2001-01-01 11:54:54.431 +0100
0.006729,0.015015,-1.001572,1.001707,39294.401386,2001-01-01 11:54:54.401 +0100
0.007599,0.014908,-1.004288,1.004427,39294.371935,2001-01-01 11:54:54.372 +0100
0.006622,0.015472,-1.000015,1.000157,39294.342487,2001-01-01 11:54:54.342 +0100
0.006073,0.015106,-1.000977,1.001109,39294.313041,2001-01-01 11:54:54.313 +0100
0.006699,0.014435,-0.999268,0.999394,39294.283595,2001-01-01 11:54:54.284 +0100
0.006470,0.014893,-1.001190,1.001322,39294.254151,2001-01-01 11:54:54.254 +0100
