x_times_g,y_times_g,z_times_g,g_measured,TimeInterval,Date
-0.899567,0.022903,-0.234558,0.929926,20529.361318,2001-01-01 06:42:09.361 +0100
-0.903168,0.128845,-0.271759,0.951928,20529.331928,2001-01-01 06:42:09.332 +0100
-0.808121,0.182907,-0.264465,0.869745,20529.302534,2001-01-01 06:42:09.303 +0100
-0.793350,0.205139,-0.305817,0.874649,20529.273141,2001-01-01 06:42:09.273 +0100
-0.869751,0.226654,-0.329819,0.957402,20529.243745,2001-01-01 06:42:09.244 +0100
-0.961746,0.265045,-0.328354,1.050248,20529.214351,2001-01-01 06:42:09.214 +0100
-1.048767,0.347931,-0.306183,1.146611,20529.184957,2001-01-01 06:42:09.185 +0100
-1.091553,0.417801,-0.296448,1.205789,20529.155560,2001-01-01 06:42:09.156 +0100
-1.102127,0.432724,-0.276596,1.215911,20529.126166,2001-01-01 06:42:09.126 +0100
-1.044022,0.333298,-0.233475,1.120526,20529.096777,2001-01-01 06:42:09.097 +0100
-0.945618,0.270584,-0.157455,0.996093,20529.067380,2001-01-01 06:42:09.067 +0100
-0.871628,0.255615,-0.131332,0.917781,20529.037996,2001-01-01 06:42:09.038 +0100
-0.849487,0.375137,-0.202164,0.950382,20529.008606,2001-01-01 06:42:09.009 +0100
-0.996552,0.481659,-0.279114,1.141497,20528.979217,2001-01-01 06:42:08.979 +0100
-1.189651,0.571671,-0.283356,1.349951,20528.949826,2001-01-01 06:42:08.950 +0100
-1.078964,0.475311,-0.280167,1.211849,20528.920434,2001-01-01 06:42:08.920 +0100
-0.876801,0.301712,-0.277985,0.968031,20528.891047,2001-01-01 06:42:08.891 +0100
-0.771347,0.189346,-0.287552,0.844698,20528.861659,2001-01-01 06:42:08.862 +0100
-0.785019,0.116104,-0.294800,0.846547,20528.832254,2001-01-01 06:42:08.832 +0100
-0.771576,0.052887,-0.341583,0.845462,20528.802876,2001-01-01 06:42:08.803 +0100
-0.804901,0.013733,-0.391724,0.895266,20528.773480,2001-01-01 06:42:08.773 +0100
-0.824020,-0.016693,-0.477661,0.952601,20528.744087,2001-01-01 06:42:08.744 +0100
-0.838196,-0.035110,-0.492874,0.973000,20528.714695,2001-01-01 06:42:08.715 +0100
-0.911743,-0.117874,-0.519257,1.055840,20528.685297,2001-01-01 06:42:08.685 +0100
-0.963150,-0.147797,-0.482941,1.087536,20528.655909,2001-01-01 06:42:08.656 +0100
-0.886520,-0.197739,-0.575790,1.075432,20528.626517,2001-01-01 06:42:08.627 +0100
-0.853958,-0.112915,-0.655273,1.082302,20528.597124,2001-01-01 06:42:08.597 +0100
-1.094727,-0.198334,-0.675507,1.301565,20528.567734,2001-01-01 06:42:08.568 +0100
-1.011963,-0.271606,-0.828644,1.335848,20528.538342,2001-01-01 06:42:08.538 +0100
-0.966492,-0.086258,-0.774155,1.241315,20528.508952,2001-01-01 06:42:08.509 +0100
-0.914032,-0.124496,-0.832962,1.242892,20528.479562,2001-01-01 06:42:08.480 +0100
-0.795761,-0.044769,-0.877197,1.185207,20528.450172,2001-01-01 06:42:08.450 +0100
-0.705170,0.041855,-0.785400,1.056347,20528.420783,2001-01-01 06:42:08.421 +0100
-0.719269,0.018402,-0.695892,1.000976,20528.391391,2001-01-01 06:42:08.391 +0100
-0.697113,0.041428,-0.641434,0.948219,20528.362005,2001-01-01 06:42:08.362 +0100
-0.727356,0.052567,-0.646515,0.974572,20528.332616,2001-01-01 06:42:08.333 +0100
-0.718933,0.083755,-0.634918,0.962809,20528.303219,2001-01-01 06:42:08.303 +0100
-0.695572,0.065842,-0.646317,0.951778,20528.273833,2001-01-01 06:42:08.274 +0100
-0.667053,0.115158,-0.646347,0.935941,20528.244442,2001-01-01 06:42:08.244 +0100
-0.653183,0.143524,-0.625214,0.915499,20528.215054,2001-01-01 06:42:08.215 +0100
-0.618927,0.184006,-0.651215,0.917066,20528.185664,2001-01-01 06:42:08.186 +0100
-0.686218,0.201752,-0.675430,0.983771,20528.156272,2001-01-01 06:42:08.156 +0100
-0.698654,0.214066,-0.686172,1.002384,20528.126880,2001-01-01 06:42:08.127 +0100
-0.709671,0.220444,-0.682358,1.008881,20528.097489,2001-01-01 06:42:08.097 +0100
-0.709610,0.208679,-0.691391,1.012480,20528.068096,2001-01-01 06:42:08.068 +0100
-0.681549,0.195221,-0.692734,0.991212,20528.038706,2001-01-01 06:42:08.039 +0100
-0.690002,0.242950,-0.745102,1.044177,20528.009314,2001-01-01 06:42:08.009 +0100
-0.707047,0.229080,-0.747559,1.054152,20527.979925,2001-01-01 06:42:07.980 +0100
-0.690323,0.212677,-0.714294,1.015871,20527.950531,2001-01-01 06:42:07.951 +0100
-0.694046,0.195251,-0.678314,0.989916,20527.921131,2001-01-01 06:42:07.921 +0100
-0.667938,0.189377,-0.648361,0.949935,20527.891744,2001-01-01 06:42:07.892 +0100
-0.705521,0.178116,-0.677811,0.994441,20527.862356,2001-01-01 06:42:07.862 +0100
-0.696808,0.213333,-0.674881,0.993235,20527.832968,2001-01-01 06:42:07.833 +0100
-0.715012,0.246338,-0.705017,1.033912,20527.803579,2001-01-01 06:42:07.804 +0100
-0.703186,0.222458,-0.698868,1.016058,20527.774193,2001-01-01 06:42:07.774 +0100
-0.689316,0.211609,-0.657776,0.976014,20527.744804,2001-01-01 06:42:07.745 +0100
-0.713943,0.257065,-0.697205,1.030481,20527.715416,2001-01-01 06:42:07.715 +0100
-0.695221,0.237915,-0.678162,0.999919,20527.686030,2001-01-01 06:42:07.686 +0100
-0.693390,0.219757,-0.646622,0.973243,20527.656638,2001-01-01 06:42:07.657 +0100
-0.683441,0.220383,-0.650772,0.969105,20527.627250,2001-01-01 06:42:07.627 +0100
-0.717087,0.275314,-0.695984,1.036535,20527.597858,2001-01-01 06:42:07.598 +0100
-0.736465,0.252060,-0.661362,1.021428,20527.568468,2001-01-01 06:42:07.568 +0100
-0.728516,0.224915,-0.629990,0.989044,20527.539071,2001-01-01 06:42:07.539 +0100
-0.714935,0.233215,-0.665009,1.003872,20527.509687,2001-01-01 06:42:07.510 +0100
-0.750977,0.254623,-0.691162,1.051905,20527.480294,2001-01-01 06:42:07.480 +0100
-0.733810,0.248840,-0.634979,1.001797,20527.450906,2001-01-01 06:42:07.451 +0100
